ARTNR,"KATNR,C,55","BEZ,C,120",LIEFERANT,"EINHEIT,N,2,0",LIEFERANT1,"EK1,N,9,3","KATNR1,C,55",LIEFERANT2,"EK2,N,9,3","KATNR2,C,55","VGL_ARTNR,C,45","EK,N,9,3","VK,N,9,3","VK_2,N,9,3","VK1,N,9,3","VK2,N,9,3","VK3,N,9,3","VK4,N,9,3","VK1M,N,9,3","VK2M,N,9,3","VK3M,N,9,3","VK4M,N,9,3","ST1,N,4,0","ST2,N,4,0","ST3,N,4,0","ST4,N,4,0","BESTAND,N,10,3","AMIN,N,7,2","AMAX,N,7,2",GRUPPE,"ANGEBOT,L","PROV,N,5,2","EAN,N,13,0","VK_DAT,D","EINGANG,D","VON,D","BIS,D","RA,N,7,2","RAM,N,7,2","ANGWIED,L","SL,L","LF,L","VE,N,6,2","PFAND,N,6,2","MIT_PR,N,7,2","BEM,M","AUS_PLATZ,N,2,0","MWST_VK,N,2,0","MWST_MN,N,2,0","INV_BESTAN,N,9,3","INV_MUST,L","BILD,M","ZIGARETTE,L","DATENBLATT,M","KAFFEE,L","H_HOUR1,N,7,2","H_HOUR2,N,7,2","H_HOUR1M,N,7,2","H_HOUR2M,N,7,2","MWST_EK,N,2,0",KATEGOR,MY_ARTNR,"NOTVISIBLE,L","HERSTELLER,C,35","HERST_NR,C,35","SERNR,M","SAISON,C,35","FARBE,C,85","GROSSE,C,30","LANGE,C,30","GEWICHT,N,10,3","WEBSHOP,L","VK_INFO,M","INV_START,N,10,3","INV_ZAHLEN,N,10,3","INV_ENDE,N,10,3","PROV_SATZ,N,5,2","RESERVIERT,N,10,2","FRENCHSATZ,N,5,2","UVP,N,10,2",INTERNNR,"BEARBGEB,N,7,2","VK_D_VON,D","VK_D_BIS,D","BRAUCH_ET,L","U_RAB,N,5,2",VON_FIL,"AQUER,L","ISNEGATIV,L","GEBRAUCHT,L","TEILBAR,L",LAGERPLATZ,"QRCODE,M","EAN1,N,13,0","EAN2,N,13,0","PV_EINHEIT,N,1,0","PV_INHALT,N,8,3",WAGDIVISOR,"AUTOBESTEL,L","REALWARE,L","MHD,L","STAFF_TEXT,M",GRUPPE2
2335,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,4025885225764,09/01/2021,03/09/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23142,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2337,54030,"choc-o-lait Trinkschokolade Stick, CHAI LATTE",151,1,0,,,0,,,,1.371,3.5,3.27,,,,,,,,,0,0,0,0,3,0,0,11,FALSE,,5425019404055,06/07/2024,03/09/2020,,,0,0,FALSE,,TRUE,24,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10159,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2338,16044,"Gmeiner Gebrannte Haseln³sse, caramelisiert, 180g",242,1,0,,,0,,,,3.25,6.95,6.5,,,,,,,,,0,0,0,0,1,0,0,11,FALSE,,4260164315433,12/07/2024,03/09/2020,,,0,0,FALSE,,TRUE,12,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10332,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2339,neu,"choc-o-lait Trinkschokolade Stick, Vanilla",151,1,0,,,0,,,,1.287,2.9,2.71,,,,,,,,,0,0,0,0,0,0,0,11,FALSE,,5425019404185,12/11/2024,03/09/2020,,,0,0,FALSE,,TRUE,24,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10160,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2340,neu,"choc-o-lait Trinkschokolade Stick, Salted Caramel",151,1,0,,,0,,,,1.297,2.9,2.71,,,,,,,,,0,0,0,0,0,0,0,11,FALSE,,5425019404147,10/16/2024,03/09/2020,,,0,0,FALSE,,TRUE,24,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10161,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2341,M 010 W,"Henne Bunty 80g, Schokoladen Huhn, diverse Sorten",239,1,0,,,0,,,,3.3,5.5,5.14,,,,,,,,,0,0,0,0,0,0,0,11,,,8101638111112,04/08/2023,03/09/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10163,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2342,6615 W,"""Bade"" Entchen 45g, Belgische Schokolade",239,1,0,,,0,,,,2,4.9,4.58,,,,,,,,,0,0,0,0,5,0,0,11,FALSE,,8101648111119,04/20/2023,03/09/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10164,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2343,9001,"Protein Bar ""cocoa brownie"", the primal pantry, 12g Protein",151,1,0,,,0,,,,1.4,3.9,3.65,,,,,,,,,0,0,0,0,2,0,0,11,FALSE,,5060379780496,11/21/2024,03/09/2020,,,0,0,FALSE,,TRUE,15,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10337,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2344,9065,"Protein Bar ""cocoa orange"", the primal pantry, 12g Protein",151,1,0,,,0,,,,1.4,3.9,3.65,,,,,,,,,0,0,0,0,6,0,0,11,FALSE,,5060379780205,11/23/2024,03/09/2020,,,0,0,FALSE,,TRUE,15,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10338,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2345,0522,"Closerie des Alisiers, Chardonnay Bourgogne 2019",209,1,0,,,0,,,,5.38,15.5,13.025,,,,,,,,,0,0,0,0,0,0,0,40,FALSE,,3760165600053,02/23/2022,03/12/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34072,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2346,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,2,,,8205381111112,,03/20/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2053,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2347,frei,frei,24,1,0,,,0,,,,0.743,3.3,3.08,,,,,,,,,0,0,0,0,0,0,0,2,FALSE,,8204881111110,09/11/2021,03/20/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2048,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2348,OE034,"Chili auf Oliven÷l, 100ml",3,1,0,,,0,,,,1.475,4.8,4.49,,,,,,,,,0,0,0,0,38,0,0,2,FALSE,,8203481111117,12/16/2024,03/20/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,1,0,2034,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2349,frei,frei,24,1,0,,,0,,,,1.325,4.5,4.21,,,,,,,,,0,0,0,0,0,0,0,2,,,8205281111113,04/03/2021,03/20/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2052,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2350,frei,frei,24,1,0,,,0,,,,0.945,3.8,3.55,,,,,,,,,0,0,0,0,0,0,0,2,FALSE,,8205081111115,07/17/2021,03/20/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2050,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2351,frei,frei,24,25,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,2,FALSE,,8205181111114,,03/26/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,2051,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2352,90907 W,"Japan Gyokuro, 100g",210,1,0,,,0,,,,9.99,28.5,26.64,,,,,,,,,0,0,0,0,21,0,0,20,FALSE,,8190748111112,11/30/2024,03/31/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,19074,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2353,Barrique W,"Chateau Gaudin Pauillac AC 2012, Vin de Bordeaux",209,1,0,,,0,,,,13.5,29.8,25.042,,,,,,,,,0,0,0,0,0,0,0,40,FALSE,,3263070038572,05/08/2021,04/11/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34073,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2354,11159 W,Bourbon Vanille handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,0,5,0,11,FALSE,,4260164211599,12/09/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10180,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2355,11165 W,"Fitness Schokolade, wei▀, handgesch÷pfte Schokolade",242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,2,5,0,11,FALSE,,4260164211650,12/05/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10181,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2356,22282 W,Caramel Beurre SalÚ handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,3,5,0,11,FALSE,,4260164218819,12/12/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10182,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2357,11212 W,Florentiner Vollmilch handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,-1,10,0,11,FALSE,,4260164212121,12/14/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10183,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2358,11233 W,Happy Vegan Powerberries handgesch÷fpte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,7,5,0,11,FALSE,,4260164218765,12/14/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10184,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2359,11178 W,Piemonteser Nuss handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,-2,5,0,11,FALSE,,4260164211780,12/14/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10187,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2360,11189 W,Bitter Orange handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,6,2,0,11,FALSE,,4260164211896,12/14/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10193,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2361,11200 W,Schwarzwõlder Kirsch handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,1,2,0,11,FALSE,,4260164212008,12/16/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10194,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2362,11190 W,Kandierte Rose handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,2,2,0,11,FALSE,,4260164211902,12/16/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10195,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2363,823,Orangen Butter Blõtter,196,1,0,,,0,,,,1.95,4.5,4.21,,,,,,,,,0,0,0,0,19,2,0,11,FALSE,,4000996008239,12/16/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10348,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2364,11226W,99%  mit Gr³Ú handgesch÷pfte Schokoloade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,4,2,0,11,FALSE,,4260164213135,12/16/2024,05/12/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10197,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2365,EB Tonic 01,EB Bio Tonic extra Bitter,243,1,0,,,0,,,,1.39,3.2,2.69,,,,,,,,,0,0,0,0,0,10,0,27,FALSE,,7350093030242,07/27/2021,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25013,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2366,EB Tonic Original,Eb Bio Tonic Original,243,1,0,,,0,,,,1.36,3.2,2.69,,,,,,,,,0,0,0,0,0,10,0,27,FALSE,,7350093030235,10/29/2022,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25014,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2367,EB Tonic inFlames,"EB Bio Tonic In Flames, mit  Orangen-Zeste",243,1,0,,,0,,,,1.39,3.2,2.759,,,,,,,,,0,0,0,0,0,10,0,27,FALSE,,7350093031300,04/25/2023,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25015,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2368,EB Tonic Cloudberry,"EB Bio Tonic Cloudberry, mit Moltebeere",243,1,0,,,0,,,,1.39,3.2,2.759,,,,,,,,,0,0,0,0,0,10,0,27,FALSE,,7350093031171,04/14/2023,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25016,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2369,Eb Tonic Elderflower,"EB Bio Tonic Elderflower, mit Holunderbl³ten",243,1,0,,,0,,,,1.39,3.2,2.689,,,,,,,,,0,0,0,0,0,10,0,27,FALSE,,7350093030266,03/20/2023,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25017,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2370,EB Tonic Cucumber,"EB Bio Tonic Cucumber, mit Gurke",243,1,0,,,0,,,,1.39,3.2,2.759,,,,,,,,,0,0,0,0,0,10,0,27,FALSE,,7350093033007,04/24/2024,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25018,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2371,EB Tonic Spruce shoots,"EB Bio Tonic Spruce Shoots, mit Fichten-Sprossen",243,1,0,,,0,,,,1.39,3.2,2.759,,,,,,,,,0,0,0,0,3,10,0,27,FALSE,,7350093030273,12/14/2023,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25019,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2372,EB Tonic Blueberry,"EB Bio Tonic Blueberry, mit Blaubeeren",243,1,0,,,0,,,,1.39,3.2,2.759,,,,,,,,,0,0,0,0,1,10,0,27,FALSE,,7350093031164,06/19/2023,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25020,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2373,EB Tonic Clove - nicht nachbestellen!,"EB Bio  Tonic Clove, mit Gew³rznelke",243,1,0,,,0,,,,1.39,3.2,2.759,,,,,,,,,0,0,0,0,1,10,0,27,FALSE,,7350093031188,07/15/2023,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25021,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2374,EB Tonic Rhubarb,"EB Bio Tonic Rhubarb, Rhabarber",243,1,0,,,0,,,,1.39,3.2,2.759,,,,,,,,,0,0,0,0,0,10,0,27,FALSE,,7350093030259,09/19/2023,05/23/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25022,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2375,neu,"Baumwolltasche ""mein Haus, mein Auto, mein B³ddel""",24,1,0,,,0,,,,3.5,8.5,7.14,,,,,,,,,0,0,0,0,0,0,0,32,,,8291068111117,08/14/2024,06/05/2020,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29106,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2376,2248437,"Huhn mit Perlenkette, 28cm",238,1,0,,,0,,,,8.95,21.5,18.07,,,,,,,,,0,0,0,0,0,0,0,25,,,4025885884374,02/20/2024,06/10/2020,,,0,0,FALSE,,TRUE,4,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23084,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2377,eigen_350ml W,"Gin No 3, Hafen-Spezerei Gin, 350ml Flasche",124,1,0,,,0,,,,6.14,29.5,24.79,,,,,,,,,0,0,0,0,20,0,0,3,FALSE,,8311381111110,11/23/2024,06/15/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3113,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2378,eigen_500ml W,"Gin No 3, Hafen-Spezerei Gin, 500ml Flasche",124,1,0,,,0,,,,8.64,39.5,33.19,,,,,,,,,0,0,0,0,2,0,0,3,,,8311481111119,11/27/2024,06/15/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3114,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2379,31224,"Feuillantine Comtoise, Blõtterteig Tarte mit ComtÚ F³llung, 3,6 kg",5,1,0,,,0,,,,44.54,98,91.59,,,,,,,,,0,0,0,0,0,0,0,29,,,4251716403258,12/07/2020,06/17/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27012,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2380,31218,"Lachs-Spinat Blõtterteig Pastete, 3,1 Kg",5,1,0,,,0,,,,53.95,120,112.15,,,,,,,,,0,0,0,0,0,0,0,29,FALSE,,4251716403227,07/03/2020,06/17/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27013,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2381,Aperitivo,"EB Bio Tonic, Aperitivo Tonic, Organic Mixers",243,1,0,,,0,,,,1.29,3.2,2.689,,,,,,,,,0,0,0,0,0,10,0,27,,,7350093033038,05/05/2023,06/20/2020,,,0,0,FALSE,,TRUE,24,0.15,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,25023,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2382,1252,"Flasche Gascogne, 0,7l",2,1,0,,,0,,,,4.56,9.8,8.448,,,,,,,,,0,0,0,0,1,0,0,5,FALSE,,8521781111119,12/18/2021,06/30/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5217,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2383,1377N + Deckel 2966G,"Flasche Viva, 700ml, mit Schraubverschlu▀",2,1,0,,,0,,,,3.42,6.8,5.71,,,,,,,,,0,0,0,0,55,0,0,5,FALSE,,8521881111118,12/13/2024,06/30/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,5218,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2384,frei,frei,223,1,0,,,0,,,,3.2,7.95,6.68,,,,,,,,,0,0,0,0,0,0,0,24,FALSE,,4044073715573,10/10/2023,06/30/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22134,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2385,001,"Kaffee-Orangenseife, vegane Seife, handmade, St³ck",279,1,0,,,0,,,,4.75,9.5,8.88,,,,,,,,,0,0,0,0,0,4,0,25,FALSE,,4270003821636,06/15/2024,06/30/2020,,,0,0,FALSE,,TRUE,30,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,23016,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2386,frei,frei,223,1,0,,,0,,,,2.69,7.95,6.68,,,,,,,,,0,0,0,0,0,0,0,24,FALSE,,4044073715542,04/06/2023,06/30/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22133,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2387,55002,Alvis Drift Viognier,124,1,0,,,0,,,,4.9,11.8,9.92,,,,,,,,,0,0,0,0,0,0,0,40,FALSE,,6003514000720,07/16/2022,07/04/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34074,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
