ARTNR,"KATNR,C,55","BEZ,C,120",LIEFERANT,"EINHEIT,N,2,0",LIEFERANT1,"EK1,N,9,3","KATNR1,C,55",LIEFERANT2,"EK2,N,9,3","KATNR2,C,55","VGL_ARTNR,C,45","EK,N,9,3","VK,N,9,3","VK_2,N,9,3","VK1,N,9,3","VK2,N,9,3","VK3,N,9,3","VK4,N,9,3","VK1M,N,9,3","VK2M,N,9,3","VK3M,N,9,3","VK4M,N,9,3","ST1,N,4,0","ST2,N,4,0","ST3,N,4,0","ST4,N,4,0","BESTAND,N,10,3","AMIN,N,7,2","AMAX,N,7,2",GRUPPE,"ANGEBOT,L","PROV,N,5,2","EAN,N,13,0","VK_DAT,D","EINGANG,D","VON,D","BIS,D","RA,N,7,2","RAM,N,7,2","ANGWIED,L","SL,L","LF,L","VE,N,6,2","PFAND,N,6,2","MIT_PR,N,7,2","BEM,M","AUS_PLATZ,N,2,0","MWST_VK,N,2,0","MWST_MN,N,2,0","INV_BESTAN,N,9,3","INV_MUST,L","BILD,M","ZIGARETTE,L","DATENBLATT,M","KAFFEE,L","H_HOUR1,N,7,2","H_HOUR2,N,7,2","H_HOUR1M,N,7,2","H_HOUR2M,N,7,2","MWST_EK,N,2,0",KATEGOR,MY_ARTNR,"NOTVISIBLE,L","HERSTELLER,C,35","HERST_NR,C,35","SERNR,M","SAISON,C,35","FARBE,C,85","GROSSE,C,30","LANGE,C,30","GEWICHT,N,10,3","WEBSHOP,L","VK_INFO,M","INV_START,N,10,3","INV_ZAHLEN,N,10,3","INV_ENDE,N,10,3","PROV_SATZ,N,5,2","RESERVIERT,N,10,2","FRENCHSATZ,N,5,2","UVP,N,10,2",INTERNNR,"BEARBGEB,N,7,2","VK_D_VON,D","VK_D_BIS,D","BRAUCH_ET,L","U_RAB,N,5,2",VON_FIL,"AQUER,L","ISNEGATIV,L","GEBRAUCHT,L","TEILBAR,L",LAGERPLATZ,"QRCODE,M","EAN1,N,13,0","EAN2,N,13,0","PV_EINHEIT,N,1,0","PV_INHALT,N,8,3",WAGDIVISOR,"AUTOBESTEL,L","REALWARE,L","MHD,L","STAFF_TEXT,M",GRUPPE2
2388,054582,"Ventus, Merlot Malbec Cabernet-Sauvignon, 0,75",124,1,0,,,0,,,,3.5,8.9,7.48,,,,,,,,,0,0,0,0,0,0,0,40,FALSE,,7798099598159,05/20/2023,07/04/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34075,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2389,054602,"Ventus, Sauvignon Blanc Chardonnay, 0,75",124,1,0,,,0,,,,3.5,7.9,6.64,,,,,,,,,0,0,0,0,0,0,0,40,FALSE,,7798099598197,10/13/2022,07/04/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34076,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2390,035630,"Caribbean Premium Rum, 20 Jahre, 40%, 100ml",123,1,0,,,0,,,,3.02,11.5,9.66,,,,,,,,,0,0,0,0,64,25,0,3,FALSE,,8311581111118,12/14/2024,07/06/2020,,,0,0,FALSE,,TRUE,50,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3115,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2391,eigen_50ml,"Gin No 3 in Flasche Cube, 50ml",123,1,0,,,0,,,,1.49,5.5,4.62,,,,,,,,,0,0,0,0,0,0,0,3,FALSE,,8311681111117,04/10/2024,07/07/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3116,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2392,frei,frei,223,1,0,,,0,,,,2.69,7.95,6.68,,,,,,,,,0,0,0,0,0,0,0,24,FALSE,,4044073715689,06/16/2023,07/08/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22132,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2393,frei,frei,223,1,0,,,0,,,,2.69,7.95,6.68,,,,,,,,,0,0,0,0,0,0,0,24,FALSE,,4044073715634,10/24/2020,07/08/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22128,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2394,71551,"Becher MOIN alles andere ist Gesabbel, Fine Bone Chine",223,1,0,,,0,,,,3.2,7.95,6.68,,,,,,,,,0,0,0,0,0,0,0,24,FALSE,,4044073715511,01/03/2023,07/08/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22117,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2395,11210,Venezuela 77% handgesch÷pfte Schokolade,242,1,0,,,0,,,,3.19,6.8,6.36,,,,,,,,,0,0,0,0,11,2,0,11,FALSE,,4260164212107,12/11/2024,07/09/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10196,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2396,6318,"Hollõndische Pfeffern³sse: Apfelkuchen, 225g",314,1,0,,,0,,,,2.6,5.6,5.23,,,,,,,,,0,0,0,0,11,2,0,11,FALSE,,8711513637103,12/14/2024,07/09/2020,,,0,0,FALSE,,TRUE,18,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,10351,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2397,frei,frei,24,1,0,,,0,,,,2.3,5.5,4.62,,,,,,,,,0,0,0,0,0,0,0,24,FALSE,,8220028111119,06/04/2024,07/11/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22002,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2398,72059,"Porzellan Fisch Teller ""Scholle"", 36x26x4cm",223,1,0,,,0,,,,14.99,35.8,30.08,,,,,,,,,0,0,0,0,5,0,0,24,FALSE,,8221168111113,11/23/2024,07/11/2020,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,22116,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2399,034540,"Hafen-Spezerei Premium Vodka, Fass gelagert, 100ml",124,1,0,,,0,,,,0.895,6.8,5.71,,,,,,,,,0,0,0,0,9,0,0,3,FALSE,,8311781111116,07/21/2023,08/01/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3117,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2400,63,"Njord Distilled Comeback Quinne, 200ml Flasche",292,25,0,,,0,,,,12,29,24.37,,,,,,,,,0,0,0,0,1,0,0,3,FALSE,,5713629000478,11/02/2024,08/04/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3118,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2401,HafenCity Gin,20457 HafenCity Gin. 50ml Flasche,244,14,0,,,0,,,,4.7,8.5,7.328,,,,,,,,,0,0,0,0,21,0,0,3,FALSE,,4270000659812,12/14/2024,08/04/2020,,,0,0,FALSE,,TRUE,25,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3119,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2402,HafenCity Gin,"20457 HafenCity Gin, 500ml Flasche",244,14,0,,,0,,,,23.5,38.5,32.35,,,,,,,,,0,0,0,0,14,3,0,3,FALSE,,4260732930303,12/12/2024,08/04/2020,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3120,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2403,HafenCity Gin,"20457 HafenCity Gin, barrel aged Porto, 500ml",244,1,0,,,0,,,,37,60,50.42,,,,,,,,,0,0,0,0,0,0,0,3,FALSE,,4270000659850,11/13/2024,08/04/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3121,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2404,9617,"Jean Loron, Chardonnay 2021, 0,75l Flasche",5,1,0,,,0,,,,4.35,10.8,9.08,,,,,,,,,0,0,0,0,6,0,0,40,FALSE,,3298660024765,12/05/2024,08/07/2020,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34077,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2405,0493 Barrique / fromi W,"ChÔteauneuf du Pape, 2019, Grandes Serres, Vegan",209,1,0,,,0,,,,13.9,33.5,28.151,,,,,,,,,0,0,0,0,0,0,0,40,,,3436960072141,08/02/2024,08/07/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34078,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2406,0509,Beaujolais Chßteau Thivin 2018,209,1,0,,,0,,,,8.28,23.5,20.259,,,,,,,,,0,0,0,0,2,0,0,40,,,8340798111116,01/25/2024,08/07/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34079,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2407,3715,"Peated Malt Whisky, vatted with Balamenach, 10 Jahre, 40%",209,1,0,,,0,,,,2.98,9.8,8.448,,,,,,,,,0,0,0,0,5,0,0,3,FALSE,,8312281111118,12/14/2024,08/07/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3122,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2408,elbspot_350ml,"Port of Reykjavik, Port Gin, 350ml in Flasche",211,1,0,,,0,,,,9.62,32.5,28.017,,,,,,,,,0,0,0,0,0,0,0,3,,,8312381111117,03/18/2023,08/13/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3123,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2409,elbspot_350ml,"Port of Tokyo, Port Gin, 350ml Flasche",211,1,0,,,0,,,,8.92,32.5,28.017,,,,,,,,,0,0,0,0,1,0,0,3,,,8312481111116,10/24/2024,08/13/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3124,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2410,elbspot_350ml,"Port Gin, Port of Hamburg Dry Gin, 350ml Flasche",211,1,0,,,0,,,,8.92,32.5,28.017,,,,,,,,,0,0,0,0,12,0,0,3,FALSE,,8312581111115,06/04/2024,08/13/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3125,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2411,6540252,"Original Hanse Branntwein, Weizenbrand mit Krõutern, 200ml Flasche",50,1,0,,,0,,,,5.9,14.5,12.5,,,,,,,,,0,0,0,0,0,0,0,3,,,8312681111114,12/23/2021,08/13/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3126,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2412,6541252,"Original Hanse Branntwein, Weizenbrand mit Krõutern, 100ml",50,1,0,,,0,,,,1.28,4.9,4.224,,,,,,,,,0,0,0,0,1,0,0,3,FALSE,,8312781111113,05/28/2022,08/13/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,3127,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2413,JB016,"Baumwolltasche ""Wie man sich f³ttert, so wiegt man""",188,1,0,,,0,,,,3.5,8.5,7.14,,,,,,,,,0,0,0,0,4,0,0,32,,,8291058111110,08/06/2024,08/18/2020,,,0,0,FALSE,,TRUE,6,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,29105,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2414,frei,frei,24,1,0,,,0,,,,1.1,1.28,1.076,,,,,,,,,0,0,0,0,8,0,0,25,FALSE,,8231508111116,05/22/2021,08/18/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23150,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2415,BS017 W,"Cracker mit Meersalz, 180g",3,1,0,,,0,,,,1.35,2.9,2.71,,,,,,,,,0,0,0,0,0,12,0,17,FALSE,,4251228919032,06/03/2024,08/21/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,16016,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2416,Cons8700,"Speicher & Consorten Seesack, Jute Sack zum Bef³llen, 17x28cm, f³r 2 Produkte",109,1,0,,,0,,,,2,3.6,3.03,,,,,,,,,0,0,0,0,-1,0,0,26,FALSE,,8240548111116,12/14/2024,08/24/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,24054,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2417,Cons8701,"Speicher & Consorten Seesack, Jute Sack zum Bef³llen, 3-4 Produkte, 22x32cm",109,1,0,,,0,,,,2.5,3.9,3.28,,,,,,,,,0,0,0,0,0,0,0,26,,,8240558111113,11/27/2024,08/24/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,24055,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2418,123,"Pfeffer in der M³hle, 5 Pfeffer Mischung. 120g",246,1,0,,,0,,,,5.5,12.8,11.96,,,,,,,,,0,0,0,0,0,0,0,23,FALSE,,3700389714044,01/18/2024,08/28/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,21003,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2419,174,"Pfeffer in der M³hle mit Zitrone & Knoblauch, 115g",246,1,0,,,0,,,,5.5,12.8,11.96,,,,,,,,,0,0,0,0,1,0,0,23,FALSE,,3700389716215,08/19/2023,08/28/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,21004,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2420,31217,"Thunfisch-Gem³se Tarte, 3,2 Kg",5,1,0,,,0,,,,45.33,105,98.13,,,,,,,,,0,0,0,0,0,0,0,29,FALSE,,8270148111117,05/10/2021,08/31/2020,,,0,0,FALSE,,TRUE,1,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27014,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2421,GHDP 3001,"Bio Spaghetti, Classic, 500g",265,1,0,,,0,,,,3.5,7.5,7.01,,,,,,,,,0,0,0,0,0,0,0,29,,,4260328812266,06/28/2024,08/31/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27015,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2422,GHDP 3005,"Spaghetti Tricolore, 500g",265,1,0,,,0,,,,3.5,7.5,7.01,,,,,,,,,0,0,0,0,0,0,0,29,FALSE,,4260328815632,06/25/2024,08/31/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27016,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2423,GHDP 3012,"Fettucine al Vino, 250g",265,1,0,,,0,,,,3.5,7.5,7.01,,,,,,,,,0,0,0,0,1,0,0,29,FALSE,,4260328813751,12/14/2024,08/31/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27017,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2424,GHDP 3016,"Butterfly, Pasta, 1960's, 500g",265,1,0,,,0,,,,4.5,9.6,8.97,,,,,,,,,0,0,0,0,1,0,0,29,FALSE,,4260328815663,12/16/2024,08/31/2020,,,0,0,FALSE,,TRUE,8,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27018,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2425,GHDP 3014,"Tagliatellle Al Tartufo, 250g",265,1,0,,,0,,,,3.95,8.9,8.32,,,,,,,,,0,0,0,0,0,0,0,29,FALSE,,4260328812303,07/03/2024,08/31/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27019,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2426,GSHP 3924,"Pasta al Pistacchio Siciliana, 500g",265,1,0,,,0,,,,4.95,9.9,9.25,,,,,,,,,0,0,0,0,3,0,0,29,FALSE,,4262406112534,12/14/2024,08/31/2020,,,0,0,FALSE,,TRUE,10,0,0,,,2,2,,FALSE,,,,,0,0,0,0,2,0,27020,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2427,54588,"Ventus Magnum Rotwein, Merlot Malbec Cabernet Sauvignon, 1,5 Liter Flasche",124,1,0,,,0,,,,6.3,16.8,14.12,,,,,,,,,0,0,0,0,0,0,0,40,FALSE,,7798099598722,02/12/2022,09/04/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34080,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,TRUE,0,1,FALSE,FALSE,FALSE,TRUE,0,,,,,,0,FALSE,TRUE,,,0
2428,neu,"Sherry, medium Jose Miguel, 0,75L",124,1,0,,,0,,,,5.2,13.5,11.35,,,,,,,,,0,0,0,0,1,0,0,40,FALSE,,4311605433855,01/07/2023,09/04/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,34081,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2429,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,4025885712646,09/24/2022,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23141,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2430,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,4025885712677,09/17/2022,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23140,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2431,frei,frei,24,1,0,,,0,,,,7.85,9.95,8.36,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,4025885922328,01/13/2021,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23139,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2432,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,4025885922311,10/01/2022,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23138,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2433,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,8231378111117,10/01/2022,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23137,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2434,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,,,8231368111110,10/06/2022,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23136,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2435,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,,,8231358111113,11/18/2020,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23135,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2436,frei,frei,238,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,8231348111116,12/11/2021,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23134,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2437,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,3,0,0,25,,,4025885714596,02/27/2021,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23133,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2438,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,,,4025885715906,10/23/2021,09/19/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23132,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2439,1201851,"Deko Rentier, schwarz, 85cm, Rabattiert, da Holz-Spalt auf 80Ç",238,1,0,,,0,,,,49,99,83.19,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,8230588111115,12/16/2023,09/20/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23058,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
2440,frei,frei,24,1,0,,,0,,,,0,0,0,,,,,,,,,0,0,0,0,0,0,0,25,FALSE,,4025885919021,11/28/2020,09/20/2020,,,0,0,FALSE,,TRUE,1,0,0,,,1,1,,FALSE,,,,,0,0,0,0,1,0,23131,,,,,,,,,0,FALSE,,0,0,0,,,,0,0,0,,,FALSE,0,1,FALSE,FALSE,FALSE,FALSE,0,,,,,,0,FALSE,TRUE,,,0
