ARTNR;KATNR;BEZ;LIEFERANT;EINHEIT;LIEFERANT1;EK1;KATNR1;LIEFERANT2;EK2;KATNR2;VGL_ARTNR;EK;VK;VK_2;VK1;VK2;VK3;VK4;VK1M;VK2M;VK3M;VK4M;ST1;ST2;ST3;ST4;BESTAND;AMIN;AMAX;GRUPPE;ANGEBOT;PROV;EAN;VK_DAT;EINGANG;VON;BIS;RA;RAM;ANGWIED;SL;LF;VE;PFAND;MIT_PR;BEM;AUS_PLATZ;MWST_VK;MWST_MN;INV_BESTAN;INV_MUST;BILD;ZIGARETTE;DATENBLATT;KAFFEE;H_HOUR1;H_HOUR2;H_HOUR1M;H_HOUR2M;MWST_EK;KATEGOR;MY_ARTNR;NOTVISIBLE;HERSTELLER;HERST_NR;SERNR;SAISON;FARBE;GROSSE;LANGE;GEWICHT;WEBSHOP;VK_INFO;INV_START;INV_ZAHLEN;INV_ENDE;PROV_SATZ;RESERVIERT;FRENCHSATZ;UVP;INTERNNR;BEARBGEB;VK_D_VON;VK_D_BIS;BRAUCH_ET;U_RAB;VON_FIL;AQUER;ISNEGATIV;GEBRAUCHT;TEILBAR;LAGERPLATZ;QRCODE;EAN1;EAN2;PV_EINHEIT;PV_INHALT;WAGDIVISOR;AUTOBESTEL;REALWARE;MHD;STAFF_TEXT;GRUPPE2;
1430;9152;Brodericks High Protein Brownie Bar;151;1;0;0;;0;0;;;1,3;2,9;2,71;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;11;0;0;5,39E+12;26.08.2024;22.03.2016;  .  .    ;  .  .    ;0;0;0;0;1;20;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10262;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1431;22229;All the best, Cancake Lemoncake;165;1;0;0;;0;0;;;4,99;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;30.05.2025;04.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33057;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1432;22075;cancake GIN, Gin Kuchen in der Dose;165;1;0;0;;0;0;;;5,25;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;38;0;0;4,26E+12;22.11.2025;04.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33058;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1433;Hamburg Edition;"cancake Hamburg meine Perle"", Marmorkuchen in der Dose""";165;1;0;0;;0;0;;;4,99;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;2;3;0;38;0;0;4,26E+12;17.11.2025;04.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33059;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1434;NEU W;hip hip hooray cancake, Brownie in der Dose;165;1;0;0;;0;0;;;4,99;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;14.12.2024;04.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33060;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1435;162;Flasche Oslo mit Schraubverschluss, 500ml;124;1;0;0;;0;0;;;1,45;3,8;3,19;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;5;0;0;4,02E+12;23.12.2023;06.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5109;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1436;Neu;Happy Birtday cancake, Champagner Kuchen in der Dose;165;1;0;0;;0;0;;;4,99;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;38;0;0;4,26E+12;20.09.2025;06.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33061;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1437;Coffeesnack;Coffeesnack, Kaffeekeks, 100g;298;1;0;0;;0;0;;;1,771;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8,10E+12;01.08.2024;07.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;48;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10263;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1438;dewi;Espressobohnen in Trüffelschokolade, 100g;158;1;0;0;;0;0;;;1,05;4,5;4,21;0;0;0;0;0;0;0;0;0;0;0;0;26;0;0;11;0;0;4,00E+12;08.02.2025;07.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;50;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10264;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1439;510448;"Honigpraline, 1 Stück, diverse Sorten, Moin Moin - Skyline""""";230;1;0;0;;0;0;;;1,3;2,8;2,62;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8,41E+12;25.04.2024;07.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10265;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1440;52;Mirativo Limone, 18% , 200ml Flasche;244;1;0;0;;0;0;;;9,7;17,5;14,71;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;4;0;0;4,26E+12;13.08.2025;07.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;8;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;4069;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1441;1374N;Centurio 100ml;2;1;0;0;;0;0;;;1,74;4;3,36;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;5;0;0;8,51E+12;19.09.2020;20.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5110;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1442;1098N;Mini Flasche Portion, 40ml;2;1;0;0;;0;0;;;0,42;1,2;1,008;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;5;0;0;6,13E+11;23.11.2019;21.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;5111;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1443;510447;"Honigpraline , 4er Set, Moin Moin"" / ""liebe Grüße..."" / ""MOIN""""";230;1;0;0;;0;0;;;3,25;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;4,26E+12;16.05.2024;30.04.2016;  .  .    ;  .  .    ;0;0;0;0;1;5;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10266;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1444;9363;Olivenöl Kanne, handgefertigt, Costa Brava, diverse Farben;300;1;0;0;;0;0;;;10,9;26,5;22,27;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;48;0;0;8,35E+12;23.07.2024;12.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351614;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1445;9353 / 9350 / 9354 / 9355;Karaffe/Krug, Steingut, handgefertigt, Costa Brava, diverse Farben;300;1;0;0;;0;0;;;19,55;46,8;39,33;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;48;0;0;8,35E+12;08.07.2025;12.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351615;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1446;9900;Bialetti Glamour Espressokocher Moka Express, 6T;218;1;0;0;;0;0;;;25,9;63;52,94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;48;0;0;8,01E+12;24.08.2024;12.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;2;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;351616;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1447;8190;Brodericks Brownie Bar with chocolate coating;151;1;0;0;;0;0;;;0,97;2,5;2,34;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;11;0;0;5,39E+12;13.08.2025;12.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;20;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10270;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1448;7441;Brodericks Crispy Peanut Butter Bar;151;1;0;0;;0;0;;;0,97;2,5;2,34;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;11;0;0;5,39E+12;06.11.2025;14.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;20;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10271;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1449;W5593024 gut aber nicht in 5l;Ardmore Highland Single Malt Whisky 46%;150;1;0;0;;0;0;;;4,495;11,9;10;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8,31E+12;12.07.2018;14.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;3082;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1450;1w5593026 gut aber zu teuer;Invergordon Single Grain Whisky 46% 27 Jahre;150;1;0;0;;0;0;;;7,495;19,5;16,387;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;8,31E+12;05.10.2020;14.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;3083;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1451;7442;Brodericks Cake Bar Tuffin Slice;151;1;0;0;;0;0;;;0,97;2,5;2,34;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;11;0;0;5,39E+12;24.10.2025;19.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;20;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10272;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1452;7444;Brodericks Cake Bar Caramel Slice;151;1;0;0;;0;0;;;0,97;2,5;2,34;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;11;0;0;5,39E+12;19.11.2025;19.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;20;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10273;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1453;9061;"Monbana Trésor"" Trinkschokolade, 33% Kakao-Anteil""";151;1;0;0;;0;0;;;4,7;9,8;9,16;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;3,47E+12;17.03.2025;21.05.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10274;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1454;200401;Rosensalz im Reagenzglas 18g;158;1;0;0;;0;0;;;1,25;3,3;3,08;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;21;0;0;4,06E+12;21.11.2025;01.06.2016;  .  .    ;  .  .    ;0;0;0;0;1;15;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;20049;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1455;990011 W;Holzständer Nussbaum für 9 Gewürzgläser;158;1;0;0;;0;0;;;6;10,8;9,08;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;32;0;0;8,29E+12;05.04.2025;01.06.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;29063;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1456;150030270;Fingersalz Meersalzkristalle Chili 70g;91;1;0;0;;0;0;;;2,95;6,8;6,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;4,26E+12;27.08.2022;02.06.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;20050;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1457;150050270;Fingersalz Meersalzkristalle Smoke 70g;91;1;0;0;;0;0;;;2,95;6,8;6,36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;0;0;4,26E+12;17.06.2022;02.06.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;20051;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1458;55092;Alvi's Drift Pinotage Rosé;124;14;0;0;;0;0;;;4,9;14,5;12,19;0;0;0;0;0;0;0;0;0;0;0;0;4;6;0;40;0;0;6,01E+12;23.10.2025;06.06.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;34040;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1459;7066 W;Herz Mischung Bonsche Glas 75g;96;1;0;0;;0;0;;;2,28;4,9;4,58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;8,10E+12;13.09.2025;07.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10168;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1460;161153;Ausstecher Teekessel, Edelstahl, 6,5cm;234;1;0;0;;0;0;;;1,25;3,5;2,94;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;15;0;0;4,02E+12;06.08.2024;09.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;14013;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1461;frei;frei;24;1;0;0;;0;0;;;6,7;15,9;13,36;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;24;0;0;8,22E+12;23.12.2022;09.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;22023;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1462;216112;Ausstecher Küken, 7,5cm;234;1;0;0;;0;0;;;2;4,9;4,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;0;0;4,02E+12;31.01.2025;09.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;14014;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1463;GE-1012B;Baumkuchen Zartbitter, 2 Ringe;53;1;0;0;;0;0;;;13,26;27,5;25,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;2,01E+12;21.12.2022;15.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33093;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1464;6794;"Café Tasse xMas Schokolade Riegel, Spekulatius, 45g""";151;1;0;0;;0;0;;;1,85;3,9;3,65;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;11;0;0;5,40E+12;22.11.2025;20.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;15;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10276;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1465;Cupcakes;Chocolate Raspberry Cupcakes, Backmischung im Weckglas, 500ml;168;1;0;0;;0;0;;;6,2;14,5;13,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;28.02.2024;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33062;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1466;Brownie - nicht mehr bestellen;Chocolate Almond Brownies, Backmischung im Weckglas, 500ml;168;1;0;0;;0;0;;;6,1;14,5;13,55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;09.11.2023;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33063;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1467;212;Hummus, natural, 180g;246;1;0;0;;0;0;;;2,95;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;6,59E+11;29.04.2022;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13027;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1468;frei;Tomato Olive Bread, Brotbackmischung, 250ml Weckflasche;168;1;0;0;;0;0;;;5,4;12,5;11,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;14.05.2025;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33083;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1469;Brot;Chili Cilantro Bread, Brot Backmischung, 1l;168;1;0;0;;0;0;;;6,7;15,5;14,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;16.05.2023;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33068;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1470;brot;Knoblauch Paprika Focaccia, Backmischung. 250ml;168;1;0;0;;0;0;;;5,4;12,5;11,68;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;14.04.2025;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33066;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1471;xMAS;Sweet Christmas Bread, Backmischung, 250ml;168;1;0;0;;0;0;;;4,8;12,5;11,68;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;38;0;0;4,26E+12;26.11.2022;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33065;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1472;wondercake;"cancake, Lass dich feiern"", Brownie Gold Edition""";165;1;0;0;;0;0;;;4,99;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;29.05.2024;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33064;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1473;Brot;Paprika Pumpkin Bread, Brot Backmischung, 1l;168;1;0;0;;0;0;;;6,7;15,5;14,49;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;19.02.2024;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33069;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1474;22147;Happy Birtday cancake, Confetti, Brownie Kuchen in der Dose;165;1;0;0;;0;0;;;4,25;11,9;11,12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;0;0;4,26E+12;06.11.2024;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;33070;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1475;3815;Sugo Chef Francesco, Funghi, 500g;265;1;0;0;;0;0;;;3,5;7,8;7,29;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;4,26E+12;23.12.2023;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;13029;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1476;010003 Goldstück;Wondercandle, Geburtstags Wunderkerze, Jubiläum, Zahlen  - 2;165;1;0;0;;0;0;;;1,05;2,5;2,1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;25;0;0;4,26E+12;25.11.2025;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;6;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;23035;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1477;Skoff;Zweigelt Barrique, Südsteiermark, Skoff Original, 2009;283;1;0;0;;0;0;;;8,82;38,5;32,35;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;40;0;0;9,10E+12;07.05.2024;30.07.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;34041;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1478;5386 W;Salted Caramel Sahnelikör 17% alc. vol., 100ml;2;25;0;0;;0;0;;;1,195;4,2;3,53;0;0;0;0;0;0;0;0;0;0;0;0;67;0;0;4;0;0;8,41E+12;20.11.2025;03.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;1;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;4070;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;1;0;1;0;0;0;1;0;;0;0;0;0;0;0;1;0;;0;
1479;133002661;"Serviette Seaside Heimathafen"" 33x33cm""";126;1;0;0;;0;0;;;1,8;4,5;3,78;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;37;0;0;4,02E+12;30.09.2025;03.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;12;0;0;;0;1;1;0;0;;0;;0;0;0;0;0;1;0;32062;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
1480;100623;Knusperkugel Mix im Präsentkarton;158;1;0;0;;0;0;;;2,75;6,9;6,45;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;11;0;0;4,06E+12;13.10.2025;03.08.2016;  .  .    ;  .  .    ;0;0;0;0;1;10;0;0;;0;2;2;0;0;;0;;0;0;0;0;0;2;0;10277;0;;;;;;;;0;0;;0;0;0;0;0;0;0;0;0;  .  .    ;  .  .    ;0;0;1;0;0;0;0;0;;0;0;0;0;0;0;1;0;;0;
